timestamps,TP9,AF7,AF8,TP10,Right AUX
1735828359.389,36.133,40.039,35.645,69.336,117.676
1735828359.393,25.879,45.410,37.109,22.461,-8.789
1735828359.397,12.207,48.828,38.086,0.977,-94.238
1735828359.401,26.367,43.457,34.668,41.504,28.809
1735828359.405,42.480,46.387,35.645,70.801,149.414
1735828359.409,36.133,58.105,43.457,42.969,29.297
1735828359.413,17.578,52.734,49.316,1.465,-118.652
1735828359.416,22.461,45.410,45.410,28.809,-18.555
1735828359.420,35.645,43.457,43.457,75.195,120.117
1735828359.424,20.020,37.598,41.504,41.992,54.688
1735828359.428,8.301,39.551,38.574,-11.230,-92.285
1735828359.432,10.254,36.621,34.668,4.395,-56.152
1735828359.436,21.484,30.273,32.715,57.129,120.117
1735828359.440,34.668,29.297,38.574,62.988,142.090
1735828359.444,26.855,35.156,43.945,12.695,-22.461
1735828359.448,14.648,31.738,47.363,3.906,-96.191
1735828359.452,24.902,21.484,47.363,57.617,60.059
1735828359.456,40.039,27.832,48.340,75.195,165.039
1735828359.459,22.461,36.133,43.457,23.438,37.598
1735828359.463,10.254,36.133,37.598,-5.859,-92.773
1735828359.467,21.973,32.715,36.621,36.133,25.391
1735828359.471,35.645,33.203,36.133,77.637,167.969
1735828359.475,27.344,31.738,42.969,50.293,56.641
1735828359.479,7.812,28.809,41.992,-1.465,-77.148
1735828359.483,13.184,29.297,46.875,22.949,-11.719
1735828359.487,28.809,24.902,47.363,70.312,112.305
1735828359.491,23.438,22.461,41.504,46.387,76.172
1735828359.495,4.883,21.973,41.504,-4.395,-79.590
1735828359.498,3.906,15.137,33.203,0.488,-47.852
1735828359.502,19.043,18.066,32.227,50.293,113.281
1735828359.506,34.180,26.367,36.621,61.523,131.836
1735828359.510,33.691,36.133,43.945,20.508,-7.812
1735828359.514,20.020,36.133,46.875,-0.977,-103.516
1735828359.518,17.578,24.414,34.668,37.109,39.551
1735828359.522,28.809,24.414,36.133,62.988,172.363
1735828359.526,25.879,34.668,46.387,28.320,43.945
1735828359.530,23.438,40.527,47.363,1.953,-93.750
1735828359.534,31.250,38.086,38.086,37.598,27.832
1735828359.538,37.109,35.645,33.691,73.242,184.570
1735828359.541,35.156,40.527,42.969,44.434,94.727
1735828359.545,22.461,37.598,48.340,3.906,-61.523
1735828359.549,26.855,38.574,48.828,28.809,-20.508
1735828359.553,35.156,37.109,41.016,65.918,138.672
1735828359.557,24.902,27.344,38.086,50.293,143.555
1735828359.561,14.160,29.297,48.340,5.371,-33.691
1735828359.565,11.230,35.156,49.316,3.418,-62.988
1735828359.569,13.672,38.086,49.316,45.898,109.375
1735828359.573,20.996,41.992,53.711,56.641,146.973
1735828359.577,12.695,44.434,50.781,14.160,5.859
1735828359.580,2.441,58.105,48.828,-4.883,-62.012
1735828359.584,11.230,57.129,50.781,41.992,62.500
1735828359.588,9.766,57.129,47.852,59.570,162.598
1735828359.592,-0.977,74.219,77.148,26.367,49.805
1735828359.596,2.930,80.078,87.891,-3.418,-103.027
1735828359.600,8.301,92.285,63.965,18.066,-5.859
1735828359.604,-19.043,123.047,91.309,34.668,161.621
1735828359.608,-94.727,160.156,127.930,-56.641,80.078
1735828359.612,-129.883,161.133,150.879,-125.977,-99.121
1735828359.616,-123.047,168.945,169.922,-99.609,-46.387
1735828359.620,-145.020,188.965,187.988,-83.984,114.746
1735828359.623,-185.547,185.059,207.031,-127.441,94.238
1735828359.627,-226.562,193.359,217.773,-206.543,-57.617
1735828359.631,-255.859,201.660,220.215,-236.816,-72.754
1735828359.635,-243.652,205.078,217.285,-190.430,102.539
1735828359.639,-223.145,197.266,217.773,-165.527,160.645
1735828359.643,-223.145,174.805,218.750,-206.055,-12.695
1735828359.647,-215.332,174.316,223.145,-224.609,-118.164
1735828359.651,-208.984,180.176,219.238,-184.082,31.738
1735828359.655,-202.148,186.523,211.426,-145.020,168.945
1735828359.659,-205.078,189.941,207.520,-167.969,53.711
1735828359.662,-207.031,177.246,204.590,-201.660,-114.746
1735828359.666,-192.383,173.340,195.312,-160.645,-14.648
1735828359.670,-178.711,166.992,190.430,-104.492,173.340
1735828359.674,-174.805,148.926,199.707,-119.141,110.352
1735828359.678,-164.062,146.973,208.984,-147.949,-75.684
1735828359.682,-146.973,136.719,195.801,-126.953,-63.965
1735828359.686,-136.230,124.023,167.969,-84.473,112.793
1735828359.690,-133.789,130.371,161.621,-84.473,136.719
1735828359.694,-137.207,131.836,167.480,-125.000,-31.250
1735828359.698,-141.113,115.723,157.227,-134.277,-74.219
1735828359.702,-112.305,100.098,154.297,-69.336,67.871
1735828359.705,-94.727,112.305,144.531,-46.875,150.391
1735828359.709,-104.492,135.742,136.719,-91.309,32.715
1735828359.713,-97.168,122.559,133.789,-98.633,-89.355
1735828359.717,-74.219,100.098,132.324,-37.109,9.277
1735828359.721,-45.898,81.543,125.977,15.625,158.203
1735828359.725,-35.156,55.176,107.422,1.465,64.453
1735828359.729,-37.109,83.496,82.520,-44.922,-107.422
1735828359.733,-27.832,125.488,63.477,-26.855,-9.277
1735828359.737,-0.977,115.723,65.430,44.434,145.996
1735828359.741,25.391,88.867,59.082,55.664,73.730
1735828359.744,27.344,81.055,47.363,21.484,-78.613
1735828359.748,55.176,22.949,34.180,47.852,-82.031
1735828359.752,87.402,-30.762,7.324,106.934,88.867
1735828359.756,85.938,41.016,-5.859,105.469,147.461
1735828359.760,75.684,83.008,-11.230,62.500,-18.066
1735828359.764,78.613,42.969,-22.461,58.105,-88.379
1735828359.768,105.469,-2.441,-34.180,112.305,85.449
1735828359.772,134.277,1.465,-51.758,145.996,191.895
1735828359.776,141.602,9.277,-56.641,123.047,33.203
1735828359.780,138.672,-6.348,-52.246,100.586,-88.379
1735828359.784,149.414,0.977,-62.988,136.719,17.578
1735828359.787,166.504,-0.977,-80.078,183.105,157.715
1735828359.791,178.223,-0.488,-75.195,169.434,97.656
1735828359.795,160.645,19.043,-72.266,119.141,-102.051
1735828359.799,153.320,41.992,-100.098,129.395,-68.359
1735828359.803,179.688,46.875,-102.051,193.359,133.301
1735828359.807,178.223,36.621,-85.938,185.059,124.023
1735828359.811,160.156,22.949,-88.379,128.418,-45.410
1735828359.815,152.832,8.789,-102.051,122.559,-68.848
1735828359.819,167.969,-0.977,-106.445,177.246,109.863
1735828359.823,185.547,0.977,-98.145,199.707,170.410
1735828359.826,169.922,-14.160,-91.797,154.297,13.672
1735828359.830,158.203,-7.324,-80.078,134.766,-93.750
1735828359.834,173.828,18.555,-77.148,174.316,25.391
1735828359.838,169.922,8.789,-83.984,196.777,166.992
1735828359.842,154.785,5.371,-87.402,157.227,50.781
1735828359.846,152.344,9.277,-81.543,123.535,-105.957
1735828359.850,162.109,8.789,-68.848,154.785,-25.879
1735828359.854,176.270,11.230,-58.105,192.383,128.906
1735828359.858,172.363,17.090,-41.016,171.387,83.008
1735828359.862,150.391,16.602,-35.156,123.535,-76.172
1735828359.866,145.020,12.695,-38.574,125.488,-58.594
1735828359.869,145.020,11.719,-39.551,154.297,112.305
1735828359.873,134.766,14.160,-27.832,143.555,136.230
1735828359.877,118.652,27.344,-6.348,92.773,-44.434
1735828359.881,98.145,20.996,-19.043,72.266,-89.844
1735828359.885,88.867,3.418,-33.691,100.098,91.797
1735828359.889,91.797,31.250,-5.371,108.398,151.367
1735828359.893,87.891,49.805,18.555,74.219,3.906
1735828359.897,78.125,56.152,34.668,51.758,-109.863
1735828359.901,61.523,61.523,36.133,70.801,18.555
1735828359.905,43.945,62.012,33.691,79.102,162.598
1735828359.908,13.184,84.961,38.574,14.648,40.527
1735828359.912,-38.574,82.031,54.688,-55.176,-103.516
1735828359.916,-56.641,119.629,82.031,-45.410,-16.602
1735828359.920,-60.059,154.297,105.957,-20.508,154.785
1735828359.924,-91.797,169.922,125.488,-73.242,91.309
1735828359.928,-136.230,192.871,138.672,-157.227,-90.332
1735828359.932,-164.551,180.664,144.043,-162.598,-76.660
1735828359.936,-169.922,172.852,150.879,-127.441,100.586
1735828359.940,-160.645,177.734,175.293,-119.629,149.902
1735828359.944,-172.363,189.453,176.758,-163.574,-35.645
1735828359.948,-194.824,188.477,161.133,-184.082,-100.098
1735828359.951,-171.875,169.922,169.922,-126.465,68.359
1735828359.955,-139.160,174.805,171.387,-82.520,150.879
1735828359.959,-145.508,194.824,164.551,-118.652,28.320
1735828359.963,-158.203,201.172,155.273,-161.133,-104.980
1735828359.967,-131.836,195.312,146.973,-111.328,17.090
1735828359.971,-94.727,166.016,144.531,-49.316,181.641
1735828359.975,-83.008,141.602,130.371,-59.570,76.172
1735828359.979,-61.035,131.836,118.652,-76.660,-109.375
1735828359.983,-20.996,117.188,113.281,-39.551,-61.035
1735828359.987,-10.742,89.355,87.891,5.859,121.582
1735828359.990,-2.930,87.891,72.754,15.625,118.652
1735828359.994,7.324,111.328,60.547,-4.883,-46.387
1735828359.998,19.531,87.891,36.133,15.137,-53.711
1735828360.002,44.922,58.594,8.789,68.848,111.328
1735828360.006,63.965,33.691,-1.465,80.566,138.672
1735828360.010,67.383,10.742,-6.836,51.270,2.930
1735828360.014,75.195,7.324,-20.996,51.758,-58.594
1735828360.018,103.027,7.324,-25.879,114.258,56.152
1735828360.022,119.141,-7.324,-30.273,150.879,136.230
1735828360.026,110.840,-38.574,-31.738,114.258,20.020
1735828360.030,111.816,-35.645,-23.926,86.914,-89.355
1735828360.033,131.836,-8.789,-34.180,131.836,19.043
1735828360.037,148.926,-0.977,-41.992,184.082,151.855
1735828360.041,142.578,-13.672,-37.598,150.391,65.430
1735828360.045,132.324,-26.855,-39.062,102.051,-102.051
1735828360.049,138.184,-22.461,-49.316,126.953,-28.809
1735828360.053,153.320,-19.043,-50.781,175.781,146.973
1735828360.057,152.832,-21.484,-41.016,166.504,130.371
1735828360.061,137.207,-19.531,-32.715,115.723,-16.113
1735828360.065,133.789,-26.367,-31.738,119.629,-59.570
1735828360.069,143.066,-35.156,-41.992,163.086,90.820
1735828360.072,153.320,-27.344,-44.434,170.898,151.855
1735828360.076,145.020,-19.043,-39.551,136.719,-20.508
1735828360.080,121.094,-20.996,-41.504,105.469,-126.465
1735828360.084,130.859,-20.020,-41.992,139.648,39.551
1735828360.088,142.090,-14.160,-34.668,172.363,168.945
1735828360.092,127.441,-6.348,-19.531,136.230,36.133
1735828360.096,107.422,-7.324,-13.184,90.820,-117.188
1735828360.100,105.957,-15.625,-26.855,108.887,-10.742
1735828360.104,118.164,-15.137,-32.227,150.879,154.785
1735828360.108,104.980,-15.137,-25.879,129.883,97.656
1735828360.112,91.797,-13.672,-16.113,82.520,-73.730
1735828360.115,83.984,-10.742,-20.996,81.543,-71.289
1735828360.119,87.402,-6.836,-24.902,124.512,113.770
1735828360.123,92.773,4.395,-10.742,126.953,137.207
1735828360.127,83.008,7.324,-0.488,71.777,-40.527
1735828360.131,84.961,-1.465,-2.930,62.988,-91.309
1735828360.135,90.332,-0.488,-8.789,113.770,65.918
1735828360.139,92.285,15.137,-1.953,130.859,133.789
1735828360.143,76.660,21.484,6.348,80.078,-10.254
1735828360.147,62.988,20.508,11.230,48.340,-110.352
1735828360.151,76.172,17.578,10.742,87.891,6.836
1735828360.155,85.449,7.324,2.441,116.211,165.527
1735828360.158,72.754,17.578,9.277,83.984,71.777
1735828360.162,52.246,29.785,14.648,43.457,-97.168
1735828360.166,51.270,23.926,11.230,63.965,-12.695
1735828360.170,65.918,24.902,12.695,108.887,135.742
1735828360.174,52.246,21.973,19.531,88.867,96.191
1735828360.178,36.621,15.625,26.855,37.109,-64.453
1735828360.182,39.062,17.090,18.555,43.457,-63.965
1735828360.186,50.781,19.531,11.230,93.750,103.516
1735828360.190,54.199,9.766,13.184,90.332,142.090
1735828360.194,33.203,7.812,14.648,37.109,-20.996
1735828360.197,30.273,18.066,19.043,25.391,-87.891
1735828360.201,50.293,16.602,20.508,72.266,70.801
1735828360.205,58.105,18.555,20.996,94.727,147.949
1735828360.209,45.898,20.508,24.414,43.945,7.324
1735828360.213,28.809,12.695,20.508,7.812,-104.980
1735828360.217,35.156,11.230,7.812,44.922,34.668
1735828360.221,47.363,19.531,8.789,80.566,176.758
1735828360.225,36.621,24.902,18.555,50.293,89.844
1735828360.229,19.531,24.414,18.066,2.441,-89.355
1735828360.233,17.578,18.066,12.207,21.484,-39.551
1735828360.237,36.133,14.160,8.789,68.359,152.344
1735828360.240,46.387,28.320,22.461,65.918,122.559
1735828360.244,27.832,34.668,26.855,14.160,-66.406
1735828360.248,21.484,29.785,12.695,5.859,-75.684
1735828360.252,49.316,26.855,12.695,64.453,77.148
1735828360.256,46.387,24.414,13.672,66.406,125.488
1735828360.260,10.742,23.438,20.996,0.488,-2.930
1735828360.264,7.812,27.832,31.250,-17.090,-93.262
1735828360.268,33.691,19.531,26.855,41.016,33.203
1735828360.272,42.969,11.230,38.086,83.496,152.832
1735828360.276,28.320,16.602,44.434,43.945,33.203
1735828360.279,13.184,24.902,34.180,4.883,-99.609
1735828360.283,14.648,24.414,27.344,36.133,0.488
1735828360.287,34.668,19.043,33.203,85.449,150.879
1735828360.291,42.969,28.809,46.875,65.918,80.078
1735828360.295,29.297,27.832,48.340,20.508,-87.891
1735828360.299,29.785,18.066,49.805,47.363,-64.453
1735828360.303,40.039,16.113,40.039,79.102,92.285
1735828360.307,33.691,15.137,30.762,62.012,104.004
1735828360.311,20.996,20.020,42.969,14.160,-42.969
1735828360.315,16.113,21.973,41.992,4.883,-63.477
1735828360.319,37.109,20.020,36.133,62.500,91.309
1735828360.322,47.363,16.113,35.645,82.031,171.387
1735828360.326,37.109,26.367,34.180,38.574,15.625
1735828360.330,28.809,34.180,25.879,6.836,-91.309
1735828360.334,39.062,29.785,24.902,41.992,54.688
1735828360.338,50.781,28.320,35.156,77.148,158.691
1735828360.342,37.109,33.691,36.621,41.016,24.902
1735828360.346,23.438,38.574,37.598,-0.977,-111.328
1735828360.350,21.973,26.855,36.621,24.414,-6.836
1735828360.354,37.598,20.996,36.621,71.777,152.344
1735828360.358,45.898,31.738,37.598,54.199,75.195
1735828360.361,23.926,30.762,38.574,2.441,-89.844
1735828360.365,16.602,20.020,39.062,13.672,-43.457
1735828360.369,26.855,17.090,32.227,60.547,113.281
1735828360.373,35.645,27.832,40.527,65.430,112.793
1735828360.377,19.043,32.227,50.293,19.531,-52.246
1735828360.381,-0.977,22.461,43.457,0.000,-82.031
1735828360.385,15.137,-0.977,30.762,45.410,88.867
1735828360.389,22.949,-26.855,25.879,61.523,156.250
1735828360.393,18.066,-27.344,33.203,23.438,-3.906
1735828360.397,9.277,-28.320,35.645,-2.441,-117.676
1735828360.401,6.348,-35.645,30.273,26.855,16.113
1735828360.404,20.020,-31.738,31.250,67.871,175.781
1735828360.408,18.555,-26.367,39.062,48.828,94.238
