timestamps,TP9,AF7,AF8,TP10,Right AUX
1735836598.192,38.574,26.367,28.809,39.062,32.227
1735836598.196,48.340,26.367,35.156,20.508,45.410
1735836598.200,49.316,41.016,41.016,34.180,51.270
1735836598.204,32.227,39.551,39.062,60.547,33.203
1735836598.208,17.578,33.691,35.645,56.641,38.574
1735836598.212,14.648,40.527,34.180,41.016,32.227
1735836598.216,18.066,39.551,33.691,46.387,33.691
1735836598.220,17.578,33.691,27.344,33.691,23.438
1735836598.223,33.203,30.762,25.391,22.461,21.484
1735836598.227,56.152,37.598,32.715,13.184,45.898
1735836598.231,53.223,42.969,30.273,31.250,45.410
1735836598.235,34.668,43.945,33.203,94.727,32.227
1735836598.239,12.207,41.992,32.715,65.430,15.625
1735836598.243,8.301,32.715,21.973,5.859,19.531
1735836598.247,21.484,29.785,21.484,4.395,31.738
1735836598.251,24.902,21.973,17.578,55.664,56.152
1735836598.255,36.621,24.902,25.879,97.168,58.105
1735836598.259,55.664,35.156,32.715,53.711,28.320
1735836598.263,36.621,42.969,35.645,6.348,41.016
1735836598.266,17.578,43.457,30.273,37.598,76.172
1735836598.270,14.648,43.945,41.504,71.777,43.457
1735836598.274,21.973,39.062,44.922,55.664,15.625
1735836598.278,50.293,35.645,43.945,14.648,17.578
1735836598.282,50.293,40.039,41.992,24.902,16.113
1735836598.286,20.996,36.621,28.320,82.031,58.594
1735836598.290,18.555,41.992,38.574,80.566,45.410
1735836598.294,50.293,49.805,48.828,35.645,-5.371
1735836598.298,62.012,42.480,37.109,-3.906,7.324
1735836598.302,29.297,41.504,33.203,36.133,13.184
1735836598.305,16.113,43.945,34.668,66.895,17.090
1735836598.309,29.297,51.270,41.504,48.340,16.602
1735836598.313,25.391,52.246,43.457,22.461,23.926
1735836598.317,30.762,46.875,42.480,41.016,37.598
1735836598.321,45.898,47.363,47.852,72.754,0.977
1735836598.325,61.035,39.062,52.734,53.711,-8.301
1735836598.329,89.355,45.898,61.523,37.598,9.277
1735836598.333,49.316,47.852,54.688,30.273,4.883
1735836598.337,-17.090,39.062,43.457,42.969,22.461
1735836598.341,6.348,48.340,53.711,71.777,25.879
1735836598.345,23.438,56.641,56.641,61.523,29.297
1735836598.348,29.297,54.199,52.734,62.988,60.059
1735836598.352,22.461,41.016,46.875,53.223,75.195
1735836598.356,-25.879,42.480,55.176,10.742,36.621
