timestamps,TP9,AF7,AF8,TP10,Right AUX
1738883906.869,88.867,-47.363,14.648,-52.734,0.000
1738883906.873,2.930,-21.484,45.898,133.301,0.000
1738883906.877,-6.836,-8.301,18.066,265.137,0.000
1738883906.881,-147.949,-77.148,-8.789,-44.922,0.000
1738883906.885,-123.535,-69.824,-13.672,-316.406,0.000
1738883906.889,-155.762,1.953,-16.602,12.695,0.000
1738883906.893,-95.703,-66.895,7.812,-1.465,0.000
1738883906.897,-163.574,-200.195,1.953,22.949,0.000
1738883906.901,-13.184,-19.043,-6.836,132.812,0.000
1738883906.905,104.980,95.703,-56.641,-299.316,0.000
1738883906.908,-49.805,-39.551,-52.734,-212.891,0.000
1738883906.912,-229.492,-71.289,-1.465,208.984,0.000
1738883906.916,-158.691,-64.941,-4.883,33.691,0.000
1738883906.920,99.121,-58.105,-30.273,55.664,0.000
1738883906.924,96.680,-30.762,0.977,214.355,0.000
1738883906.928,30.273,-2.441,10.254,-50.293,0.000
1738883906.932,-66.895,-39.551,-25.391,20.996,0.000
1738883906.936,0.000,-57.129,0.977,26.367,0.000
1738883906.940,-63.965,-75.195,0.977,-123.535,0.000
1738883906.944,-76.172,-28.320,-32.715,-78.125,0.000
1738883906.948,-46.387,-13.672,-34.668,-101.074,0.000
1738883906.951,-65.918,-29.785,-35.156,-33.691,0.000
1738883906.955,13.672,-46.875,-29.785,43.945,0.000
1738883906.959,-27.344,-58.105,-17.090,-7.812,0.000
1738883906.963,-152.832,-55.664,20.996,-88.379,0.000
1738883906.967,43.457,-31.738,17.090,-144.531,0.000
1738883906.971,10.254,8.301,0.977,-92.285,0.000
1738883906.975,-102.051,8.301,-2.930,-213.379,0.000
1738883906.979,-112.793,-49.316,-26.855,-118.164,0.000
1738883906.983,-171.875,-58.105,-26.367,-23.926,0.000
1738883906.987,126.953,-34.668,29.297,32.715,0.000
1738883906.990,30.762,19.043,-14.160,28.320,0.000
1738883906.994,-37.109,-18.066,-20.508,6.836,0.000
1738883906.998,47.852,-77.148,22.461,-5.859,0.000
1738883907.002,-102.539,-15.137,-27.832,-108.887,0.000
1738883907.006,-160.156,-86.914,36.621,-87.891,0.000
1738883907.010,-132.324,-94.238,14.160,21.484,0.000
1738883907.014,131.836,2.441,-33.691,-20.996,0.000
1738883907.018,55.176,-27.344,4.883,-184.082,0.000
